domain,policy,scene,run_index,success,planning_length,question_count,query_probability,elapsed_seconds,reward,source_file
wastesorting,all,scene_04,25,True,9.0,12.0,1.3333333333333333,7.269,15.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_04,26,True,9.0,12.0,1.3333333333333333,7.7185,15.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_04,27,True,9.0,12.0,1.3333333333333333,7.4019,15.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_04,28,True,9.0,12.0,1.3333333333333333,7.5646,15.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_04,29,True,9.0,12.0,1.3333333333333333,7.3005,15.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_04,30,True,9.0,12.0,1.3333333333333333,7.4342,15.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_04,31,True,9.0,12.0,1.3333333333333333,7.3667,15.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_04,32,True,9.0,12.0,1.3333333333333333,7.3986,15.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_04,33,True,9.0,12.0,1.3333333333333333,7.379,15.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_04,34,True,9.0,12.0,1.3333333333333333,7.5381,15.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_04,35,True,9.0,12.0,1.3333333333333333,7.2831,15.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_04,36,True,9.0,12.0,1.3333333333333333,7.2167,15.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_04,37,True,9.0,12.0,1.3333333333333333,7.4171,15.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_04,38,True,9.0,12.0,1.3333333333333333,7.5511,15.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_04,39,True,9.0,12.0,1.3333333333333333,7.6031,15.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_04,40,True,9.0,12.0,1.3333333333333333,7.3041,15.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_05,1,True,10.0,16.0,1.6,8.8112,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_05,2,True,10.0,16.0,1.6,8.7039,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_05,3,True,10.0,16.0,1.6,8.3266,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_05,4,True,10.0,16.0,1.6,8.7714,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_05,5,True,10.0,16.0,1.6,8.7031,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_05,6,True,10.0,16.0,1.6,8.5123,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_05,7,True,10.0,16.0,1.6,8.5433,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_05,8,True,10.0,16.0,1.6,8.7654,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_05,9,True,10.0,16.0,1.6,8.7403,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_05,10,True,10.0,16.0,1.6,8.6488,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_05,11,True,10.0,16.0,1.6,8.5595,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_05,12,True,10.0,16.0,1.6,8.7558,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_05,13,True,10.0,16.0,1.6,8.7333,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_05,14,True,10.0,16.0,1.6,8.414,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_05,15,True,10.0,16.0,1.6,8.5061,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_05,16,True,10.0,16.0,1.6,8.755,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_05,17,True,10.0,16.0,1.6,8.8536,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_05,18,True,10.0,16.0,1.6,8.4494,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_05,19,True,10.0,16.0,1.6,8.5675,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_05,20,True,10.0,16.0,1.6,8.4411,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_05,21,True,10.0,16.0,1.6,8.4277,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_05,22,True,10.0,16.0,1.6,8.7147,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_05,23,True,10.0,16.0,1.6,8.3992,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_05,24,True,10.0,16.0,1.6,8.8178,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_05,25,True,10.0,16.0,1.6,8.7731,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_05,26,True,10.0,16.0,1.6,8.8185,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_05,27,True,10.0,16.0,1.6,8.3603,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
wastesorting,all,scene_05,28,True,10.0,16.0,1.6,8.7602,10.0,logs/wastesorting/scene_metrics/step_50_thres_all
